PartnerID;PartnerFullName;Lastname;FirstName;BirthDate;Gender;PostalCode;City;Address;isCustomer;isSupplier;isShipper;Phone;Email
;Erdődi Donátó;Erdődi;Donátó;1936.09.03;;8000;Székesfehérvár;Bocskai utca 6.;1;0;0;+36(70)785-29-12;erdodi.donato@gmail.com
;Havasi Juliska;Havasi;Juliska;1936.01.26;;1022;Budapest;Ballószög  tanya 154;1;0;0;+36(20)228-24-56;havasi.juliska@gmail.com
;Eke Krizosztom;Eke;Krizosztom;1935.12.24;;2360;Gyál;Móricz Zsigmond utca 3/2;1;0;0;+36(30)378-30-56;eke.krizosztom@protonmail.com
;Bódis Kenese;Bódis;Kenese;1935.12.15;;4531;Nyírpazony;Fő utca 58/a;1;0;0;+36(20)981-15-13;bodis.kenese@gmail.com
;Reményi Nurbanu;Reményi;Nurbanu;1935.12.10;;9700;Szombathely;Zöldfa utca 37;1;0;0;+36(70)215-86-14;remenyi.nurbanu@gmail.com
;Guth Tíria;Guth;Tíria;1935.11.24;;8741;Zalaapáti;Sarló utca 14 (kcs Kuczi Viktor) 8/50;1;0;0;+36(20)896-46-59;guth.tiria@gmail.com
;Békefi Annamíra;Békefi;Annamíra;1935.11.02;;6000;Kecskemét;Nyírfa út 38;1;0;0;+36(70)798-47-66;bekefi.annamira@aim.com
;Sós Kovrat;Sós;Kovrat;1935.09.20;;3530;Miskolc;Nyárfa utca 56;1;0;0;+36(30)181-76-50;sos.kovrat@gmail.com
;Mogyorósi Manna;Mogyorósi;Manna;1935.08.18;;3360;Heves;Ady Endre utca 37 e ép.;1;0;0;+36(70)910-87-96;mogyorosi.manna@gmail.com
;Erdős Valter;Erdős;Valter;1935.06.16;;3521;Miskolc;Apci út 4;1;0;0;+36(20)774-17-50;erdos.valter@citromail.hu
;Siska Adony;Siska;Adony;1935.05.24;;7041;Vajta;Halász József utca 32;1;0;0;+36(70)865-83-29;siska.adony@aim.com
;Baka Oktár;Baka;Oktár;1935.05.13;;7431;Juta;Fő u. 4;1;0;0;+36(20)114-85-42;baka.oktar@zoho.com
;Babai Bottyán;Babai;Bottyán;1935.02.19;;2475;Kápolnásnyék;Rétkerülő út 20. fsz.;1;0;0;+36(70)280-89-14;babai.bottyan@gmail.com
;Pánczél Liboriusz;Pánczél;Liboriusz;1934.12.28;;7100;Szekszárd;Gesztenye  utca 1/a;1;0;0;+36(70)531-74-92;panczel.liboriusz@gmx.com
;Finta Nyina;Finta;Nyina;1934.11.11;;9400;Sopron;Kútfő  utca 2/d;1;0;0;+36(30)660-72-37;finta.nyina@gmail.com
;Ács Lira;Ács;Lira;1934.10.24;;1115;Budapest;Hunyadi Mátyás utca 21;1;0;0;+36(70)865-55-22;acs.lira@yandex.com
;Talabér Gala;Talabér;Gala;1934.10.20;;8060;Mór;Petőfi utca 38;1;0;0;+36(20)881-92-89;talaber.gala@outlook.com
;Gera Ramzi;Gera;Ramzi;1934.09.08;;6640;Csongrád;Rákóczi Ferenc  út  8;1;0;0;+36(20)759-64-65;gera.ramzi@citromail.hu
;Krasznai Ilang;Krasznai;Ilang;1934.07.06;;8000;Székesfehérvár;Mátyás király utca 38/B;1;0;0;+36(70)655-32-77;krasznai.ilang@icloud.com
;Gazdag Juliána;Gazdag;Juliána;1934.07.04;;9155;Lébény;Puskás  utca 5/3;1;0;0;+36(30)570-18-37;gazdag.juliana@aol.com
;Hamza Atalanta;Hamza;Atalanta;1934.07.03;;2750;Nagykőrös;Mátyás király utca 19/A;1;0;0;+36(30)773-73-17;hamza.atalanta@gmail.com
;Rézműves Mikáél;Rézműves;Mikáél;1934.04.03;;8300;Tapolca;Hétvezér utca 7-9/b 2/4;1;0;0;+36(30)421-29-67;rezmuves.mikael@gmail.com
;Tajti Taisza;Tajti;Taisza;1934.03.01;;3524;Miskolc;II. KER (Kondorosi)  út  458;1;0;0;+36(20)886-36-28;tajti.taisza@gmail.com
;Tőzsér Szeréna;Tőzsér;Szeréna;1934.01.23;;1221;Budapest;Újréti utca 17/A;1;0;0;+36(20)247-87-95;tozser.szerena@outlook.com
;Salamon Szahel;Salamon;Szahel;1933.12.03;;3300;Eger;Juranics utca 39;1;0;0;+36(20)951-51-45;salamon.szahel@icloud.com
;Nemes Salomé;Nemes;Salomé;1933.11.06;;3900;Szerencs;Galamb  út 19/A;1;0;0;+36(30)545-35-90;nemes.salome@gmail.com
;Szíj Moira;Szíj;Moira;1933.09.25;;6100;Kiskunfélegyháza;Bán Aladár út 1;1;0;0;+36(70)642-11-81;szij.moira@gmx.us
;Suhajda Egmont;Suhajda;Egmont;1933.09.02;;3162;Ságújfalu;Gölle utca 1 5/30;1;0;0;+36(70)648-14-85;suhajda.egmont@gmail.com
;Bogár Orália;Bogár;Orália;1933.07.25;;7630;Pécs;Lévay József  utca 62 Penny;1;0;0;+36(30)500-33-82;bogar.oralia@citromail.hu
;Csíkos Adelgund;Csíkos;Adelgund;1933.06.09;;7766;Pécsdevecser;Szigony utca 6 8/45;1;0;0;+36(30)148-64-61;csikos.adelgund@zoho.com
;Füzesi Bogárka;Füzesi;Bogárka;1933.03.02;;1164;Budapest;Tarjáni út 46.;1;0;0;+36(70)182-97-79;fuzesi.bogarka@yahoo.com
;Hermann Magdolna;Hermann;Magdolna;1933.01.10;;3360;Heves;Tolnai utca 2;1;0;0;+36(70)965-12-62;hermann.magdolna@gmail.com
;Szép Néva;Szép;Néva;1932.10.19;;1035;Budapest;Hajnalka utca 13;1;0;0;+36(70)417-58-14;szep.neva@aim.com
;Törő Panna;Törő;Panna;1932.10.16;;5130;Jászapáti;Ifjúság utca 25 4/2 kcs.:52;1;0;0;+36(30)322-35-64;toro.panna@outlook.com
;Nyerges Arvéd;Nyerges;Arvéd;1932.09.14;;1091;Budapest;Budai Nagy Antal  utca 11 4/3;1;0;0;+36(30)301-64-69;nyerges.arved@gmail.com
;Pocsai Amadea;Pocsai;Amadea;1932.07.22;;1215;Budapest;Koptik Odó ut 3;1;0;0;+36(30)529-69-18;pocsai.amadea@citromail.hu
;Csonka Magdó;Csonka;Magdó;1932.06.09;;1048;Budapest;Barackos utca 35/C;1;0;0;+36(30)963-80-18;csonka.magdo@freemail.hu
;Szőlősi Ida;Szőlősi;Ida;1932.04.28;;2045;Törökbálint;Külső Szilágyi út 6 5/14;1;0;0;+36(70)535-11-76;szolosi.ida@freemail.hu
;Fazekas Eszmeralda;Fazekas;Eszmeralda;1932.04.25;;8417;Csetény;Puskás T. utca 1 1/5;1;0;0;+36(30)463-95-92;fazekas.eszmeralda@gmail.com
;Ferencz Lívia;Ferencz;Lívia;1932.03.12;;8360;Keszthely;Somogyi utca 46;1;0;0;+36(70)990-58-47;ferencz.livia@gmx.com
;Bozóki Melba;Bozóki;Melba;1931.11.16;;2173;Kartal;Csalogány utca 22-24;1;0;0;+36(70)317-21-21;bozoki.melba@aim.com
;Soltész Maximusz;Soltész;Maximusz;1931.10.16;;2700;Cegléd;Széchenyi István sétány 4;1;0;0;+36(30)457-13-94;soltesz.maximusz@gmx.us
;Pozsár Izabel;Pozsár;Izabel;1931.10.14;;5310;Kisújszállás;Fürdőház  utca 9;1;0;0;+36(20)824-25-50;pozsar.izabel@gmail.com
;Piller Jutka;Piller;Jutka;1931.07.23;;1201;Budapest;Kossuth Lajos  utca 11.;1;0;0;+36(70)276-65-46;piller.jutka@freemail.hu
;Puskás Zelmira;Puskás;Zelmira;1931.04.12;;8900;Zalaegerszeg;Prekop Ferenc utca 14;1;0;0;+36(20)305-19-38;puskas.zelmira@citromail.hu
;Bezzeg Konor;Bezzeg;Konor;1931.04.07;;5400;Mezőtúr;Dobozi  utca 39;1;0;0;+36(20)628-22-55;bezzeg.konor@outlook.com
;Pintér Árnika;Pintér;Árnika;1931.04.05;;7570;Barcs;Diófás utca 73;1;0;0;+36(30)257-62-86;pinter.arnika@gmail.com
;Romhányi Ernesztin;Romhányi;Ernesztin;1931.03.24;;2942;Nagyigmánd;Fagyöngy utca 32 1/6;1;0;0;+36(30)676-74-70;romhanyi.ernesztin@freemail.hu
;Suki Bogáta;Suki;Bogáta;1931.03.21;;1034;Budapest;Gyulafehérvári utca 16/1;1;0;0;+36(20)759-73-39;suki.bogata@icloud.com
;Nyikos Ében;Nyikos;Ében;1931.02.22;;9200;Mosonmagyaróvár;Rávágy tér 16/a;1;0;0;+36(70)509-92-67;nyikos.eben@citromail.hu
;Gyurkovics Kolja;Gyurkovics;Kolja;1931.02.08;;1026;Budapest;Fő út 289;1;0;0;+36(20)151-50-43;gyurkovics.kolja@gmail.com
;Mihalovics Cinka;Mihalovics;Cinka;1931.01.17;;1047;Budapest;balsai utca 2;1;0;0;+36(30)901-80-67;mihalovics.cinka@gmail.com
;Szoboszlai Jokébed;Szoboszlai;Jokébed;1931.01.14;;2840;Oroszlány;Látókép utca 20;1;0;0;+36(70)604-13-90;szoboszlai.jokebed@gmail.com
;Kuti Fébé;Kuti;Fébé;1930.12.22;;3348;Szilvásvárad;Árpád Fejedelem útja 8;1;0;0;+36(20)752-43-54;kuti.febe@aim.com
;Dóczi Tia;Dóczi;Tia;1930.11.09;;2120;Dunakeszi;Thirring Gusztáv  utca 16;1;0;0;+36(30)638-59-51;doczi.tia@gmx.us
;Vékony Ilonka;Vékony;Ilonka;1930.11.09;;4242;Hajdúhadház;Klapka György  utca 24 6/2;1;0;0;+36(30)215-34-71;vekony.ilonka@gmail.com
;Bazsó Taddeus;Bazsó;Taddeus;1930.10.09;;2144;Kerepes;Hétvezér utca 5/a;1;0;0;+36(70)630-22-60;bazso.taddeus@gmail.com
;Czeglédi Sólyom;Czeglédi;Sólyom;1930.09.13;;1224;Budapest;Füzes utca 56;1;0;0;+36(30)637-67-10;czegledi.solyom@yandex.com
;Dani Sarlott;Dani;Sarlott;1930.08.10;;8978;Belsősárd;Gogol utca 25 7/15;1;0;0;+36(30)792-34-42;dani.sarlott@gmail.com
;Bakos Nasszer;Bakos;Nasszer;1930.08.07;;2100;Gödöllő;Szemere utca 4;1;0;0;+36(20)164-67-16;bakos.nasszer@citromail.hu
;Aranyos Nedda;Aranyos;Nedda;1930.07.23;;2230;Gyömrő;Félegyházi út 36;1;0;0;+36(70)202-68-17;aranyos.nedda@yandex.com
;Ráduly Annarita;Ráduly;Annarita;1930.05.28;;3421;Mezőnyárád;Porgányi  utca 35;1;0;0;+36(20)153-57-73;raduly.annarita@gmail.com
;Csáki Larissza;Csáki;Larissza;1930.01.16;;2300;Ráckeve;Karczag László utca 7 1/8;1;0;0;+36(70)874-38-41;csaki.larissza@zoho.com
;Hajnal Anabella;Hajnal;Anabella;1929.12.11;;2400;Dunaújváros;Bicskei  utca 1.;1;0;0;+36(70)200-20-80;hajnal.anabella@gmail.com
;Patkó Eutímia;Patkó;Eutímia;1929.12.06;;2400;Dunaújváros;Ipar  utca 12;1;0;0;+36(70)446-87-43;patko.eutimia@citromail.hu
;Putnoki Rona;Putnoki;Rona;1929.11.24;;9025;Győr;Selyem utca 1 4/82;1;0;0;+36(20)960-54-91;putnoki.rona@outlook.com
;Szalai Fedor;Szalai;Fedor;1929.11.06;;2086;Tinnye;Attila utca 6;1;0;0;+36(70)865-18-45;szalai.fedor@outlook.com
;Madarász Damarisz;Madarász;Damarisz;1929.10.05;;6000;Kecskemét;Reményi ede utca 3/Csengő:28;1;0;0;+36(30)383-83-78;madarasz.damarisz@citromail.hu
;Kövér Adolf;Kövér;Adolf;1929.07.12;;3526;Miskolc;Béke  utca 20.;1;0;0;+36(70)612-29-24;kover.adolf@aol.com
;Gelencsér Leon;Gelencsér;Leon;1929.06.27;;5309;Berekfürdő;Bláthy Ottó  utca 4 3/11;1;0;0;+36(30)589-94-11;gelencser.leon@gmx.us
;Gyetvai Nóva;Gyetvai;Nóva;1929.05.05;;2310;Szigetszentmiklós;Tárna  út 4 1/32;1;0;0;+36(20)134-73-38;gyetvai.nova@freemail.hu
;Sipos Dzsenisz;Sipos;Dzsenisz;1929.01.24;;2096;Üröm;Kossuth út  14;1;0;0;+36(20)619-97-88;sipos.dzsenisz@protonmail.com
;Suhajda Csikó;Suhajda;Csikó;1928.12.28;;3531;Miskolc;Áfonyás utca 10 2/3;1;0;0;+36(30)747-88-39;suhajda.csiko@outlook.com
;Dorogi Júliusz;Dorogi;Júliusz;1928.12.02;;1108;Budapest;Kőrösi Csoma Sándor utca 64.;1;0;0;+36(70)914-98-35;dorogi.juliusz@outlook.com
;Bártfai Zaman;Bártfai;Zaman;1928.10.14;;3700;Kazincbarcika;Fő út 1;1;0;0;+36(70)229-27-57;bartfai.zaman@gmail.com
;Kőszegi Jácinta;Kőszegi;Jácinta;1928.08.18;;2011;Budakalász;Szegfű utca 6/A;1;0;0;+36(30)260-94-62;koszegi.jacinta@gmail.com
;Dóra Áldás;Dóra;Áldás;1928.07.23;;8060;Mór;Egry József utca 25;1;0;0;+36(20)298-24-57;dora.aldas@aol.com
;Szűcs Lana;Szűcs;Lana;1928.05.07;;8456;Noszlop;Petz Ferenc utca 24 4/42;1;0;0;+36(30)952-84-35;szucs.lana@gmail.com
;Kertai Rajmonda;Kertai;Rajmonda;1928.05.01;;7150;Bonyhád;Asbóth József utca 26;1;0;0;+36(70)605-70-70;kertai.rajmonda@citromail.hu
;Tüske Szixtusz;Tüske;Szixtusz;1928.04.15;;3385;Tiszanána;Kertész  utca 20;1;0;0;+36(20)831-64-42;tuske.szixtusz@freemail.hu
;Katona Bebóra;Katona;Bebóra;1928.02.13;;8142;Úrhida;Tűzliliom utca 31 fsz/4;1;0;0;+36(30)931-13-33;katona.bebora@gmx.com
;Bacsó Csongor;Bacsó;Csongor;1928.02.07;;2051;Biatorbágy;Páskomdülő dűlő 5878;1;0;0;+36(70)519-83-11;bacso.csongor@gmail.com
;Hermann Nilsz;Hermann;Nilsz;1928.01.17;;1139;Budapest;Baross  utca 39 7/29;1;0;0;+36(20)280-97-64;hermann.nilsz@gmail.com
;Sümegi Elígiusz;Sümegi;Elígiusz;1928.01.07;;3759;Aggtelek;Dessewffy Arisztid utca 18. 3/2;1;0;0;+36(30)824-41-86;sumegi.eligiusz@citromail.hu
;Jáger Sztella;Jáger;Sztella;1927.12.14;;2760;Nagykáta;Várdomb  utca  14;1;0;0;+36(70)683-90-90;jager.sztella@outlook.com
;Ágoston Kósa;Ágoston;Kósa;1927.11.18;;5100;Jászberény;Virágos  utca 19.;1;0;0;+36(30)615-16-69;agoston.kosa@aol.com
;Zakar Rikárdó;Zakar;Rikárdó;1927.07.01;;2336;Dunavarsány;Úrihegy tanya 103/3;1;0;0;+36(20)787-88-34;zakar.rikardo@freemail.hu
;Koch Aira;Koch;Aira;1927.06.23;;3836;Baktakék;Attila utca 1;1;0;0;+36(30)944-26-40;koch.aira@yahoo.com
;Bedő Oven;Bedő;Oven;1927.05.24;;8700;Marcali;Kálvin tér 10-12;1;0;0;+36(20)737-45-80;bedo.oven@gmail.com
;Mácsai Armella;Mácsai;Armella;1927.05.17;;9088;Bakonypéterd;Hajós Alfréd utca 4 9/1;1;0;0;+36(20)461-44-79;macsai.armella@freemail.hu
;Leskó Klió;Leskó;Klió;1927.02.27;;4200;Hajdúszoboszló;Döbrei János út 199;1;0;0;+36(70)485-43-89;lesko.klio@aol.com
;Meggyesi Nasztázia;Meggyesi;Nasztázia;1927.01.12;;5530;Vésztő;Füges sor 6;1;0;0;+36(20)374-42-55;meggyesi.nasztazia@gmail.com
;Várszegi Zenge;Várszegi;Zenge;1927.01.08;;6300;Kalocsa;Sarkadi Imre Utca 69.;1;0;0;+36(30)184-45-17;varszegi.zenge@outlook.com
;Rózsahegyi Hina;Rózsahegyi;Hina;1927.01.02;;6500;Baja;Béla út 9;1;0;0;+36(20)448-38-77;rozsahegyi.hina@gmx.us
;Vas Mia;Vas;Mia;1926.12.12;;3000;Hatvan;Fő  utca 59;1;0;0;+36(20)496-35-57;vas.mia@gmx.us
;Barcza Hildelita;Barcza;Hildelita;1926.09.18;;1147;Budapest;Koren István köz 10;1;0;0;+36(70)910-79-56;barcza.hildelita@gmail.com
;Lipcsei Hajnácska;Lipcsei;Hajnácska;1926.08.08;;1221;Budapest;Lujza utca 15 1/13;1;0;0;+36(70)390-82-77;lipcsei.hajnacska@aim.com
;Hornyák Burak;Hornyák;Burak;1926.07.10;;1113;Budapest;Széchenyi István utca 11;1;0;0;+36(30)948-56-16;hornyak.burak@gmail.com
;Szórádi Benediktusz;Szórádi;Benediktusz;1926.07.05;;3580;Tiszaújváros;Bajcsy-Zsilinszky telep 7;1;0;0;+36(70)866-89-50;szoradi.benediktusz@outlook.com
;Balatoni Kozett;Balatoni;Kozett;1926.06.21;;6100;Kiskunfélegyháza;Késmárki utca 2 (postán maradó);1;0;0;+36(20)443-69-81;balatoni.kozett@gmail.com
;Temesvári Ilma;Temesvári;Ilma;1926.05.03;;8161;Ősi;Újlak  utca 4 Fszt/1;1;0;0;+36(70)191-65-87;temesvari.ilma@gmail.com
;Moldován Platina;Moldován;Platina;1926.03.08;;5900;Orosháza;Vasút utca 64;1;0;0;+36(20)311-20-86;moldovan.platina@zoho.com
;Suha Lenita;Suha;Lenita;1926.01.10;;8146;Jenő;Tímár utca 7 1/1;1;0;0;+36(70)884-70-83;suha.lenita@outlook.com
;Kállai Auguszt;Kállai;Auguszt;1925.12.05;;8330;Sümeg;Hunyadi János utca 71;1;0;0;+36(30)202-52-85;kallai.auguszt@outlook.com
;Gyárfás Krizanta;Gyárfás;Krizanta;1925.11.23;;8000;Székesfehérvár;Törökbálinti  út 6 1/6;1;0;0;+36(30)450-16-73;gyarfas.krizanta@gmail.com
;Györfi Psziché;Györfi;Psziché;1925.11.20;;1141;Budapest;Úrrét  tanya 320/B;1;0;0;+36(30)627-88-79;gyorfi.psziche@outlook.com
;Gyulai Bonni;Gyulai;Bonni;1925.11.15;;2457;Adony;Sályi István utca 12 fsz./1;1;0;0;+36(70)728-87-79;gyulai.bonni@gmail.com
;Zsigó Herold;Zsigó;Herold;1925.10.15;;2214;Pánd;Árpád fejedelem utca 7./A/2;1;0;0;+36(30)922-31-91;zsigo.herold@gmail.com
;Rafael Ámos;Rafael;Ámos;1925.10.05;;4130;Derecske;Kiss János utca 12;1;0;0;+36(20)538-34-76;rafael.amos@gmail.com
;Deme Talita;Deme;Talita;1925.08.23;;1184;Budapest;Kossuth Ferenc utca 38 3/7;1;0;0;+36(20)171-96-93;deme.talita@citromail.hu
;Márki Zafira;Márki;Zafira;1925.05.20;;2330;Dunaharaszti;Fő út .;1;0;0;+36(70)455-47-23;marki.zafira@zoho.com
;Lugosi Melinda;Lugosi;Melinda;1925.05.12;;2800;Tatabánya;István utca 37;1;0;0;+36(20)336-67-34;lugosi.melinda@protonmail.com
;Zámbó Toma;Zámbó;Toma;1925.03.16;;2400;Dunaújváros;Fő  utca 54;1;0;0;+36(20)768-34-97;zambo.toma@protonmail.com
;Koller Róza;Koller;Róza;1925.03.11;;2225;Üllő;Móra Ferenc utca 19.;1;0;0;+36(70)594-18-51;koller.roza@gmail.com
;Várhegyi Delila;Várhegyi;Delila;1925.02.01;;8900;Zalaegerszeg;Pázsit utca 16;1;0;0;+36(20)347-83-73;varhegyi.delila@citromail.hu
;Géczi Norbert;Géczi;Norbert;1925.01.21;;2220;Vecsés;Bajcsy-Zsilinszky utca 16 2/7;1;0;0;+36(20)572-97-53;geczi.norbert@citromail.hu
;Huszti Szofinett;Huszti;Szofinett;1924.12.09;;5536;Körösújfalu;Erdő  utca 17;1;0;0;+36(20)863-17-78;huszti.szofinett@outlook.com
;Bánkuti Iglice;Bánkuti;Iglice;1924.12.08;;5553;Kondoros;Szent László király utca 4;1;0;0;+36(70)380-47-12;bankuti.iglice@gmail.com
;Makula Tibor;Makula;Tibor;1924.11.27;;1144;Budapest;Móra Ferenc utca 1.;1;0;0;+36(30)231-40-73;makula.tibor@zoho.com
;Makai Balassa;Makai;Balassa;1924.10.03;;3934;Tolcsva;Székely  sor  21/A 6./627;1;0;0;+36(70)339-82-77;makai.balassa@gmail.com
;Marosi Betti;Marosi;Betti;1924.08.21;;3556;Kisgyőr;Kápolna  út 38;1;0;0;+36(30)503-37-78;marosi.betti@freemail.hu
;Gáti Zsüliett;Gáti;Zsüliett;1924.07.09;;2800;Tatabánya;Egyetértés utca 6;1;0;0;+36(70)314-46-76;gati.zsuliett@gmail.com
;Szakács Ozsvát;Szakács;Ozsvát;1924.06.22;;1221;Budapest;Kisvasút  út 4;1;0;0;+36(20)252-34-26;szakacs.ozsvat@protonmail.com
;Rostás Amál;Rostás;Amál;1924.04.25;;4494;Kékcse;Hajnal utca 8 fsz./2;1;0;0;+36(30)406-23-30;rostas.amal@zoho.com
;Böszörményi Ambos;Böszörményi;Ambos;1924.01.27;;5900;Orosháza;Dankó Pista utca 17. 10/4;1;0;0;+36(70)142-87-61;boszormenyi.ambos@gmail.com
;Ónodi Malina;Ónodi;Malina;1923.09.26;;5920;Csorvás;Ballószög tanya 162/b;1;0;0;+36(70)984-84-48;onodi.malina@gmail.com
;Gyulai Kéra;Gyulai;Kéra;1923.08.10;;6600;Szentes;Vajaskúti dűlő 40.;1;0;0;+36(70)312-30-10;gyulai.kera@gmail.com
;Pála Asztor;Pála;Asztor;1923.07.10;;8946;Tófej;Zalán  utca 30;1;0;0;+36(70)692-46-34;pala.asztor@gmail.com
;Erdősi Ametiszt;Erdősi;Ametiszt;1923.07.02;;2030;Érd;Csend utca 1;1;0;0;+36(30)306-61-17;erdosi.ametiszt@gmail.com
;Bezzeg Ilus;Bezzeg;Ilus;1923.04.14;;4700;Mátészalka;Erkel Ferenc utca 2/A 1/2;1;0;0;+36(30)986-69-56;bezzeg.ilus@gmail.com
;Fridrich Kamil;Fridrich;Kamil;1923.01.04;;1082;Budapest;Lant utca 8.;1;0;0;+36(30)354-82-57;fridrich.kamil@aim.com
;Péli Zsorzsett;Péli;Zsorzsett;1922.11.28;;1149;Budapest;Kende Kanuth utca 68;1;0;0;+36(70)669-66-17;peli.zsorzsett@aol.com
;Erdei Juszuf;Erdei;Juszuf;1922.11.12;;2310;Szigetszentmiklós;Falujárók útja 5/4 1/8;1;0;0;+36(30)712-25-30;erdei.juszuf@gmail.com
;Mikó Adrienna;Mikó;Adrienna;1922.09.17;;3529;Miskolc;Szamos utca 98;1;0;0;+36(30)880-46-64;miko.adrienna@freemail.hu
;Széles Mauríció;Széles;Mauríció;1922.07.17;;2074;Perbál;Jókai ter 3 2/7;1;0;0;+36(70)406-73-47;szeles.mauricio@gmail.com
;Turcsányi Ajnó;Turcsányi;Ajnó;1922.07.16;;2336;Dunavarsány;Koch Aladár utca  15 lcs.;1;0;0;+36(20)677-70-67;turcsanyi.ajno@outlook.com
;Bana Balambér;Bana;Balambér;1922.06.15;;3700;Kazincbarcika;Andrássy út 186.;1;0;0;+36(20)653-42-51;bana.balamber@gmail.com
;Almási Apol;Almási;Apol;1922.06.07;;5137;Jászkisér;Berzsenyi Dániel utca 8;1;0;0;+36(30)231-88-51;almasi.apol@gmail.com
;Józsa Erzsébet;Józsa;Erzsébet;1922.02.07;;1096;Budapest;Mérföldkő  utca 1.;1;0;0;+36(70)843-13-89;jozsa.erzsebet@gmail.com
;Bagoly Cecilián;Bagoly;Cecilián;1922.02.03;;2400;Dunaújváros;Alső erdősor utca 20. 3/4.;1;0;0;+36(20)943-37-10;bagoly.cecilian@gmail.com
;Mihalovics Brett;Mihalovics;Brett;1922.01.14;;1119;Budapest;Dózsa  major 19/8;1;0;0;+36(70)728-76-40;mihalovics.brett@freemail.hu
;Ladányi Böngér;Ladányi;Böngér;1922.01.12;;1214;Budapest;Bicskei  utca 17;1;0;0;+36(30)517-50-89;ladanyi.bonger@gmail.com
;Szúnyog Larcia;Szúnyog;Larcia;1921.12.08;;4002;Debrecen;Kossuth utca 61-63 2/17;1;0;0;+36(30)719-71-92;szunyog.larcia@gmx.us
;Ludányi Róza;Ludányi;Róza;1921.11.01;;4090;Polgár;Kassai utca 41 fsz./1.;1;0;0;+36(30)135-46-24;ludanyi.roza@protonmail.com
;Kecskés Tomázia;Kecskés;Tomázia;1921.07.21;;2234;Maglód;Pozsonyi utca 4/A 4/19;1;0;0;+36(70)435-75-58;kecskes.tomazia@gmail.com
;Barsi Linett;Barsi;Linett;1921.05.02;;8900;Zalaegerszeg;Bíró Lajos  utca 14;1;0;0;+36(30)618-46-25;barsi.linett@freemail.hu
;Filó Balár;Filó;Balár;1921.04.25;;1152;Budapest;Nemesbükk utca 20.;1;0;0;+36(20)269-36-74;filo.balar@freemail.hu
;Román Ugocsa;Román;Ugocsa;1921.04.23;;2400;Dunaújváros;Mártírok utca 30;1;0;0;+36(30)384-36-80;roman.ugocsa@gmail.com
;Juhos Erátó;Juhos;Erátó;1921.01.25;;4031;Debrecen;Sió utca 20.dec;1;0;0;+36(30)156-70-25;juhos.erato@gmail.com
;Bicskei Szibell;Bicskei;Szibell;1921.01.22;;4700;Mátészalka;Himző utca 5 8/47;1;0;0;+36(30)585-53-85;bicskei.szibell@gmail.com
;Turai Polixénia;Turai;Polixénia;1921.01.10;;5600;Békéscsaba;Széchényi István utca 11;1;0;0;+36(70)250-38-59;turai.polixenia@gmail.com
;Váczi Jákim;Váczi;Jákim;1921.01.08;;7400;Kaposvár;Kolozsvári utca 11;1;0;0;+36(20)354-20-83;vaczi.jakim@icloud.com
;Bódis Sárlott;Bódis;Sárlott;1920.12.24;;2233;Ecser;Rétköz utca 12. 5/18.;1;0;0;+36(30)442-87-91;bodis.sarlott@yahoo.com
;Szőlősi Isméria;Szőlősi;Isméria;1920.12.17;;2370;Dabas;Feher hegy  utca 90/a;1;0;0;+36(30)871-98-89;szolosi.ismeria@gmail.com
;Pálfi Fadett;Pálfi;Fadett;1920.12.06;;3884;Boldogkőújfalu;Ságvári  utca 12;1;0;0;+36(20)369-91-97;palfi.fadett@gmx.us
;Váradi Jelina;Váradi;Jelina;1920.10.02;;5700;Gyula;Barátság út 21 fszt./3;1;0;0;+36(30)555-47-48;varadi.jelina@gmail.com
;Bodai Peggi;Bodai;Peggi;1920.08.19;;1039;Budapest;Vajda utca 24 A ép. 4/11;1;0;0;+36(70)463-95-36;bodai.peggi@gmail.com
;Mile Dalia;Mile;Dalia;1920.08.10;;4600;Kisvárda;Nagy  utca.  80;1;0;0;+36(20)194-62-93;mile.dalia@aol.com
;Juhos Margarét;Juhos;Margarét;1920.07.02;;6724;Szeged;Péterhegyi köz 21;1;0;0;+36(30)685-51-26;juhos.margaret@protonmail.com
;Kanyó Oldamur;Kanyó;Oldamur;1920.06.06;;2040;Budaörs;Attila utca 5;1;0;0;+36(20)398-74-64;kanyo.oldamur@freemail.hu
;Gecse Bettina;Gecse;Bettina;1920.05.20;;5350;Tiszafüred;Leiningen Károly utca 3;1;0;0;+36(30)157-67-69;gecse.bettina@gmail.com
;Angyal Tormás;Angyal;Tormás;1920.04.28;;6726;Szeged;Bocskay utca 1.;1;0;0;+36(20)357-86-69;angyal.tormas@gmail.com
;Polgár Oszkár;Polgár;Oszkár;1920.03.12;;1115;Budapest;Nomád utca 19;1;0;0;+36(30)950-20-65;polgar.oszkar@gmail.com
;Incze Tadeusz;Incze;Tadeusz;1920.02.17;;8000;Székesfehérvár;Bem József utca 40;1;0;0;+36(20)473-80-96;incze.tadeusz@yahoo.com
;Rátkai Adriánó;Rátkai;Adriánó;1920.01.21;;1191;Budapest;Széchenyi utca 25.;1;0;0;+36(70)112-44-41;ratkai.adriano@freemail.hu
;Peugeot Fábián;Peugeot;Fábián;2000.01.01;;1113;Budapest;Jászóvár utca 1.;0;1;0;+36(1)361-4415;ertekesites@peugeotfabian.hu
;Opel Dabas;Opel;Dabas;2000.01.01;;2370;Dabas;Vásártér utca 1.;0;1;0;+36(70)450-0606;ertekesites@opeldabas.hu
